1,0.1968535543,0.1725672977,0.2990857298,0.2342284491,0.2132711037,0.2029051196,0.2542998223,0.1923508798,0.1817876811,0.2146649513,0.2044826733,0.1508613707,0.2132711037,0.1127945889,0.1812801015,0.2132711037,0.2586336194,0.2293583417,0.2228804889,0.1799305383,0.2115418078,0.2173668619,0.2197938889,0.1924331515,0.19721069
0.1968535543,1,0.1770712614,0.310458015,0.2478844971,0.207530635,0.1932003886,0.3253884962,0.1801475519,0.1552125948,0.2154635786,0.1935710329,0.1508669617,0.2133958191,0.1208528907,0.1815656145,0.2133958191,0.3265923994,0.2137203239,0.239631844,0.1671717526,0.200977036,0.1854031826,0.2607284324,0.191709637,0.1971840652
0.1725672977,0.1770712614,1,0.2480787208,0.2100681237,0.2367218322,0.2367394175,0.2357245127,0.1452506757,0.1926198307,0.2356168485,0.2200755252,0.1200909427,0.2367218322,0.4774280634,0.1847280135,0.2367218322,0.1975599448,0.2272785783,0.2365051351,0.215974541,0.2367218322,0.1908572341,0.2082507664,0.1883030062,0.2105184799
0.2990857298,0.310458015,0.2480787208,1,0.5315382256,0.41906495,0.393425763,0.8189397408,0.1715798992,0.3068360982,0.4393718938,0.3989708891,0.1123203229,0.4380546177,0.16564881,0.2128493118,0.4380546177,0.4132623422,0.467655061,0.5273298163,0.3041390075,0.40583132,0.2355475593,0.5364695944,0.2397442249,0.3246799331
0.2342284491,0.2478844971,0.2100681237,0.5315382256,1,0.3005822618,0.3069655111,0.5082331331,0.1678746344,0.2384065189,0.3015680114,0.2827884497,0.1552153397,0.3005822618,0.1776383585,0.193631384,0.3005822618,0.284278501,0.3159705905,0.3492477093,0.247879706,0.3005822618,0.2101632982,0.3627370326,0.2051313223,0.2467539051
0.2132711037,0.207530635,0.2367218322,0.41906495,0.3005822618,1,0.8234923,0.4670817526,0.1651575,0.5228503583,0.9249575333,0.7457314182,0.0979283637,0.95,0.1368,0.292041755,0.95,0.3693214286,0.7282292556,0.8753125,0.2124416769,0.874,0.2757526503,0.3127046342,0.3287366705,0.6430223271
0.2029051196,0.1932003886,0.2367394175,0.393425763,0.3069655111,0.8234923,1,0.4444449625,0.1522837,0.5183190993,0.8441951642,0.7384420731,0.0946325289,0.866834,0.1265838,0.2904084106,0.866834,0.36282076,0.7224472297,0.8678507697,0.1969740112,0.79748728,0.2534247461,0.3150293708,0.3267968343,0.6364554614
0.2542998223,0.3253884962,0.2357245127,0.8189397408,0.5082331331,0.4670817526,0.4444449625,1,0.181449885,0.3204987205,0.4676058938,0.4249078808,0.1279119142,0.4670817526,0.1734021956,0.2169427429,0.4670817526,0.4461167814,0.4597901986,0.5753499118,0.281935265,0.4602765583,0.2454886303,0.5987606094,0.2467992306,0.3411362822
0.1923508798,0.1801475519,0.1452506757,0.1715798992,0.1678746344,0.1651575,0.1522837,0.181449885,1,0.1445007156,0.1725589971,0.1758431739,0.1075232786,0.1716189536,0.08995326,0.1755784014,0.1716189536,0.2137282823,0.1527147638,0.1739198235,0.1061753644,0.159942,0.179401195,0.1794345017,0.1800901803,0.1735507444
0.1817876811,0.1552125948,0.1926198307,0.3068360982,0.2384065189,0.5228503583,0.5183190993,0.3204987205,0.1445007156,1,0.5120836429,0.508870259,0.105508255,0.5228503583,0.1501385177,0.2249493869,0.5228503583,0.2570897285,0.5047794947,0.4755140024,0.233162537,0.5228503583,0.2304580407,0.2462776385,0.2418734626,0.3731453398
0.2146649513,0.2154635786,0.2356168485,0.4393718938,0.3015680114,0.9249575333,0.8441951642,0.4676058938,0.1725589971,0.5120836429,1,0.7286926314,0.1001915446,0.9735324202,0.1443902734,0.2883182509,0.9735324202,0.3678151205,0.7126610925,0.8551629721,0.2230448849,0.895748348,0.2870437494,0.3140030937,0.3242719483,0.628026317
0.2044826733,0.1935710329,0.2200755252,0.3989708891,0.2827884497,0.7457314182,0.7384420731,0.4249078808,0.1758431739,0.508870259,0.7286926314,1,0.0861064179,0.7457314182,0.1658467877,0.2562236928,0.7457314182,0.358557298,0.6356569154,0.6706866698,0.2875645913,0.7457314182,0.2664953568,0.298009765,0.2874842774,0.4992160751
0.1508613707,0.1508669617,0.1200909427,0.1123203229,0.1552153397,0.0979283637,0.0946325289,0.1279119142,0.1075232786,0.105508255,0.1001915446,0.0861064179,1,0.0979283637,0.0565611104,0.1652866719,0.0979283637,0.1119319835,0.0901084837,0.1049290841,0.0979493372,0.0979283637,0.1633037092,0.15136477,0.159014448,0.1317706417
0.2132711037,0.2133958191,0.2367218322,0.4380546177,0.3005822618,0.95,0.866834,0.4670817526,0.1716189536,0.5228503583,0.9735324202,0.7457314182,0.0979283637,1,0.144,0.292041755,1,0.3693214286,0.7282292556,0.8753125,0.2236228178,0.92,0.2902659476,0.3127046342,0.3287366705,0.6430223271
0.1127945889,0.1208528907,0.4774280634,0.16564881,0.1776383585,0.1368,0.1265838,0.1734021956,0.08995326,0.1501385177,0.1443902734,0.1658467877,0.0565611104,0.144,1,0.1738440826,0.144,0.1528712625,0.1532761313,0.164123235,0.0904291444,0.13248,0.1488922507,0.1786872876,0.1720950758,0.1667303266
0.1812801015,0.1815656145,0.1847280135,0.2128493118,0.193631384,0.292041755,0.2904084106,0.2169427429,0.1755784014,0.2249493869,0.2883182509,0.2562236928,0.1652866719,0.292041755,0.1738440826,1,0.292041755,0.203369827,0.2537684639,0.2744706961,0.1695087213,0.292041755,0.1949211922,0.1953388267,0.1977069632,0.2418778788
0.2132711037,0.2133958191,0.2367218322,0.4380546177,0.3005822618,0.95,0.866834,0.4670817526,0.1716189536,0.5228503583,0.9735324202,0.7457314182,0.0979283637,1,0.144,0.292041755,1,0.3693214286,0.7282292556,0.8753125,0.2236228178,0.92,0.2902659476,0.3127046342,0.3287366705,0.6430223271
0.2586336194,0.3265923994,0.1975599448,0.4132623422,0.284278501,0.3693214286,0.36282076,0.4461167814,0.2137282823,0.2570897285,0.3678151205,0.358557298,0.1119319835,0.3693214286,0.1528712625,0.203369827,0.3693214286,1,0.3348252589,0.3873526786,0.1976915559,0.3693214286,0.227650104,0.3243991103,0.2652609562,0.285664247
0.2293583417,0.2137203239,0.2272785783,0.467655061,0.3159705905,0.7282292556,0.7224472297,0.4597901986,0.1527147638,0.5047794947,0.7126610925,0.6356569154,0.0901084837,0.7282292556,0.1532761313,0.2537684639,0.7282292556,0.3348252589,1,0.6654477751,0.3533912871,0.7282292556,0.2718860525,0.3187417808,0.2820224671,0.4893147119
0.2228804889,0.239631844,0.2365051351,0.5273298163,0.3492477093,0.8753125,0.8678507697,0.5753499118,0.1739198235,0.4755140024,0.8551629721,0.6706866698,0.1049290841,0.8753125,0.164123235,0.2744706961,0.8753125,0.3873526786,0.6654477751,1,0.2981304867,0.8753125,0.2942385625,0.3797462425,0.3095709887,0.5723897278
0.1799305383,0.1671717526,0.215974541,0.3041390075,0.247879706,0.2124416769,0.1969740112,0.281935265,0.1061753644,0.233162537,0.2230448849,0.2875645913,0.0979493372,0.2236228178,0.0904291444,0.1695087213,0.2236228178,0.1976915559,0.3533912871,0.2981304867,1,0.2057329924,0.1383930361,0.2239954574,0.2105170319,0.2545258614
0.2115418078,0.200977036,0.2367218322,0.40583132,0.3005822618,0.874,0.79748728,0.4602765583,0.159942,0.5228503583,0.895748348,0.7457314182,0.0979283637,0.92,0.13248,0.292041755,0.92,0.3693214286,0.7282292556,0.8753125,0.2057329924,1,0.2670446718,0.3127046342,0.3287366705,0.6430223271
0.2173668619,0.1854031826,0.1908572341,0.2355475593,0.2101632982,0.2757526503,0.2534247461,0.2454886303,0.179401195,0.2304580407,0.2870437494,0.2664953568,0.1633037092,0.2902659476,0.1488922507,0.1949211922,0.2902659476,0.227650104,0.2718860525,0.2942385625,0.1383930361,0.2670446718,1,0.2111277308,0.2030711172,0.2515535231
0.2197938889,0.2607284324,0.2082507664,0.5364695944,0.3627370326,0.3127046342,0.3150293708,0.5987606094,0.1794345017,0.2462776385,0.3140030937,0.298009765,0.15136477,0.3127046342,0.1786872876,0.1953388267,0.3127046342,0.3243991103,0.3187417808,0.3797462425,0.2239954574,0.3127046342,0.2111277308,1,0.211149334,0.2536302949
0.1924331515,0.191709637,0.1883030062,0.2397442249,0.2051313223,0.3287366705,0.3267968343,0.2467992306,0.1800901803,0.2418734626,0.3242719483,0.2874842774,0.159014448,0.3287366705,0.1720950758,0.1977069632,0.3287366705,0.2652609562,0.2820224671,0.3095709887,0.2105170319,0.3287366705,0.2030711172,0.211149334,1,0.262674433
0.19721069,0.1971840652,0.2105184799,0.3246799331,0.2467539051,0.6430223271,0.6364554614,0.3411362822,0.1735507444,0.3731453398,0.628026317,0.4992160751,0.1317706417,0.6430223271,0.1667303266,0.2418778788,0.6430223271,0.285664247,0.4893147119,0.5723897278,0.2545258614,0.6430223271,0.2515535231,0.2536302949,0.262674433,1
